Year,Sector,Subsector,Organization,Property Name,Primary Property Type - Self Selected,Portfolio Manager Property ID,Portfolio Manager Parent Property ID,Parent Property Name,Year Ending,Address,City,Postal Code,Property GFA - Self-Reported (m²),Number of Buildings,Custom Property ID 1 - Name,Custom Property ID 1 - Value,Custom Property ID 2 - Name,Custom Property ID 2 - Value,Custom Property ID 3 - Name,Custom Property ID 3 - Value,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (GJ),Natural Gas Use (therms),Natural Gas Use (GJ),Fuel Oil #1 Use (GJ),Fuel Oil #2 Use (GJ),Fuel Oil #4 Use (GJ),Fuel Oil #5 & 6 Use (GJ),Diesel Use (GJ),Kerosene Use (GJ),Propane Use (GJ),District Steam Use (GJ),District Hot Water Use (GJ),District Chilled Water Use (GJ),Wood Use (GJ),Site Energy Use (GJ),Source Energy Use (GJ),Site EUI (GJ/m²),Site EUI (ekWh/sqft),Source EUI (GJ/m²),Source EUI (ekWh/sqft),Weather Normalized Site Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Weather Normalized Site EUI (GJ/m²),Weather Normalized Site EUI (ekWh/sqft),Weather Normalized Source EUI (GJ/m²),Weather Normalized Source EUI (ekWh/sqft),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Total (Location-Based) GHG Emissions Intensity (kgCO2e/m²),Drinking Water Treatment & Distribution - Average Flow (m³PD),Wastewater Treatment Plant - Average Influent Flow (m³PD),Address 2,List of All Property Use Types (GFA) (m²),Largest Property Use Type,Report Submission Date,Data Quality Checker Run?,Data Quality Checker - Date Run
2023,Municipal,Municipality,City of Vaughan,Kleinburg Library,Library,24897268,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,10341 Islington Ave North,Vaughan,L0J 1C0,519.6,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,55260,198.9,4096.1,432.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,631.1,822.1,1.21,31.22580645,1.58,40.77419355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23.3,44.8,Not Available,Not Available,Not Available,Library (519.6),Library,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Maple Community Centre and Library (MCC),Social/Meeting Hall,24897269,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"10190 Keele St, Maple",Vaughan,L6A 1R7,13730.5,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,2065075,7434,64133.9,6766.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14200.4,20776.6,1.03,26.58064516,1.51,38.96774194,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,398,29,Not Available,Not Available,Not Available,Social/Meeting Hall (13730.5),Social/Meeting Hall,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,North Thornhill Community Centre,Social/Meeting Hall,24897270,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,300 Pleasant Ridge,Vaughan,L4J 9J5 ‎,8918.7,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,1971026.5,7095.4,97051.5,10239.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17334.9,23838.4,1.94,50.06451613,2.67,68.90322581,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,570,63.9,Not Available,Not Available,Not Available,Social/Meeting Hall (8918.7),Social/Meeting Hall,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Pierre Berton Resource Library,Library,24897271,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,4921 RUTHERFORD RD,Vaughan,L4L 1A6,3066,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,516785.9,1860.4,15228.1,1606.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3467,5107.5,1.13,29.16129032,1.67,43.09677419,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95.2,31.1,Not Available,Not Available,Not Available,Library (3066.0),Library,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Rosemount Community Centre (RCC),Social/Meeting Hall,24897272,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"1000 New Westminster, Thornhill",Vaughan,L4J 8G3,4180.6,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,951006.8,3423.5,34002.4,3587.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7010.9,10067.7,1.68,43.35483871,2.41,62.19354839,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,207,49.5,Not Available,Not Available,Not Available,Social/Meeting Hall (4180.6),Social/Meeting Hall,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,"Thornhill Outdoor Pool (TOP) and Tennis Courts, Armstrong House",Social/Meeting Hall,24897273,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,26 Old Yonge St. Thornhill,Vaughan,L4J 8C5,404,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,160289,577,9702.5,1023.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1600.7,2141,3.96,102.1935484,5.3,136.7741935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56,138.5,Not Available,Not Available,Not Available,Social/Meeting Hall (404.0),Social/Meeting Hall,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Vellore Village Community Centre (VVCC),Social/Meeting Hall,24897274,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1 Villa Royale Ave.,Vaughan,L4L 8G7,8140.1,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,2111747.3,7602,136420,14393.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21995,29168.3,2.7,69.67741935,3.58,92.38709677,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,782.8,96.2,Not Available,Not Available,Not Available,Social/Meeting Hall (8140.1),Social/Meeting Hall,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Woodbridge Library,Library,24897275,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,150 Woodbridge Ave,Vaughan,L4L 2S7,947.4,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,149034,536.5,1321.2,139.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,675.9,1129.6,0.71,18.32258065,1.19,30.70967742,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.2,11.8,Not Available,Not Available,Not Available,Library (947.4),Library,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Woodbridge Pool and Arena (WPA),Social/Meeting Hall,24897276,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,5020 Highway #7 Woodbridge,Vaughan,L4L 2S7,5251.2,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,969599.9,3490.4,50792.9,5358.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8849.3,12067.9,1.69,43.61290323,2.3,59.35483871,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,296.6,56.5,Not Available,Not Available,Not Available,Social/Meeting Hall (5251.2),Social/Meeting Hall,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Woodbridge Yard,Office,24897277,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,4630 Langstaff Rd,Vaughan,L4L 3R2 ‎,1079.2,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,45.0,154217.9,555.2,18690.8,1972,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2527.1,3106.2,2.34,60.38709677,2.88,74.32258065,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,103.5,95.9,Not Available,Not Available,Not Available,Office (1079.2),Office,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Ansley Grove Library,Library,27527952,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,350 Ansely Grove Rd. Woodbridge,Vaughan,L4L 5C9,974.6,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,126.0,110719.9,398.6,4284.3,452,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,850.6,1208.5,0.87,22.4516129,1.24,32,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25.8,26.5,Not Available,Not Available,Not Available,Library (974.6),Library,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Arnold House,Indoor Arena,27527959,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,21 SPRING GATE BLVD,Vaughan,L4J 3C9,35.8,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,40.0,31414,113.1,1541.1,162.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,275.7,379.3,7.71,198.9677419,10.6,273.5483871,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9.1,253.1,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly (35.8),Other - Entertainment/Public Assembly,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Baker Homestead,Indoor Arena,27527968,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,91 THORNHILL WOODS DRIVE,Vaughan,L4J 1J4,191,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,40.0,42766,154,887.7,93.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,247.6,381,1.3,33.5483871,1.99,51.35483871,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.9,30.9,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly (191.0),Other - Entertainment/Public Assembly,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Vaughan,Beaverbrook House,Library,27527972,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,9995 Keele St.,Vaughan,L6A 1R6,357.9,1,Organization,City of Vaughan,SubSector,Municipality,Weekly Average Hours,40.0,18285,65.8,2243.4,236.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,302.5,371.4,0.85,21.93548387,1.04,26.83870968,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12.4,34.7,Not Available,Not Available,Not Available,Library (357.9),Library,7/3/24 6:26 PM,No,Not Available
2023,Municipal,Municipality,City of Waterloo,Old Fire Station 2,Other - Public Services,24897280,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,90 Westmount Drive,Waterloo,N2L 2R4,537,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,168.0,26234.3,94.4,5175,546,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,640.4,751.6,1.19,30.70967742,1.4,36.12903226,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28.2,52.5,Not Available,Not Available,Not Available,Other - Public Services (537.0),Other - Public Services,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,City of Waterloo,Waterloo Park Grist Mill,Indoor Arena,24897301,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,Waterloo Park,Waterloo,N2L,193.2,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,8.0,196.6,0.7,91.6,9.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10.4,11.5,0.05,1.290322581,0.06,1.548387097,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.5,2.5,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly (193.2),Other - Entertainment/Public Assembly,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#1,Single-Family Home,27516683,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#1 882 Alpha Street,Owen Sound,N4K 3Z5,74.3,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,8867,31.9,549.6,58,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89.9,119.9,1.21,31.22580645,1.61,41.5483871,96.9,127.1,1.3,33.5483871,1.71,44.12903226,3.2,42.6,Not Available,Not Available,Not Available,Single-Family Home (74.3),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#2,Single-Family Home,27516684,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#2 882 Alpha Street,Owen Sound,N4K 3Z5,74.3,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,11824.2,42.6,745.2,78.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,121.2,161.2,1.63,42.06451613,2.17,56,132.4,173.1,1.78,45.93548387,2.33,60.12903226,4.3,57.6,Not Available,Not Available,Not Available,Single-Family Home (74.3),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#3,Single-Family Home,27516685,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#3 882 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,5686.3,20.5,569.5,60.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80.6,101.1,1.45,37.41935484,1.81,46.70967742,85.4,105.5,1.53,39.48387097,1.89,48.77419355,3.2,57.1,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#4,Single-Family Home,27516686,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#4 882 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,8291,29.8,814.1,85.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,115.7,145.7,2.08,53.67741935,2.61,67.35483871,121.6,151.4,2.18,56.25806452,2.72,70.19354839,4.6,81.6,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#5,Single-Family Home,27516687,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#5 882 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,2562.1,9.2,680,71.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81,92.9,1.45,37.41935484,1.67,43.09677419,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.7,66,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#6,Single-Family Home,27516688,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#6 882 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,2705,9.7,249.2,26.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36,45.7,0.65,16.77419355,0.82,21.16129032,39.3,49.1,0.7,18.06451613,0.88,22.70967742,1.4,25.1,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#7,Single-Family Home,27516689,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#7 882 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,5899.1,21.2,396.6,41.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63.1,83.2,1.13,29.16129032,1.49,38.4516129,67.3,87.7,1.21,31.22580645,1.57,40.51612903,2.3,40.7,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,882 Alpha-#8,Single-Family Home,27516690,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#8 882 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,8371.8,30.1,477.8,50.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80.5,108.6,1.44,37.16129032,1.95,50.32258065,86.2,114.6,1.55,40,2.06,53.16129032,2.8,49.7,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#1,Single-Family Home,27516691,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#1 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,9653.1,34.7,429.2,45.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80,111.6,1.44,37.16129032,2,51.61290323,84.7,116.6,1.52,39.22580645,2.09,53.93548387,2.5,45.7,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#2,Single-Family Home,27516692,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#2 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,8667.2,31.2,199.3,21,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52.2,79.4,0.94,24.25806452,1.42,36.64516129,54.4,81.1,0.98,25.29032258,1.46,37.67741935,1.3,23.3,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#3,Single-Family Home,27516693,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#3 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,6231.1,22.4,425.5,44.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.3,88.6,1.21,31.22580645,1.59,41.03225806,72.8,94.3,1.31,33.80645161,1.69,43.61290323,2.4,43.6,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#4,Single-Family Home,27516694,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#4 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,2417,8.7,216.6,22.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.6,40.2,0.57,14.70967742,0.72,18.58064516,34.2,43,0.61,15.74193548,0.77,19.87096774,1.2,21.8,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#5,Single-Family Home,27516695,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#5 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,6446.2,23.2,1086.2,114.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,137.8,163.9,2.47,63.74193548,2.94,75.87096774,137.7,163.8,2.47,63.74193548,2.94,75.87096774,5.9,106.6,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#6,Single-Family Home,27516696,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#6 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,2465,8.9,366,38.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,47.5,57.2,0.85,21.93548387,1.03,26.58064516,51.3,61.2,0.92,23.74193548,1.1,28.38709677,2,36.1,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#7,Single-Family Home,27516697,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#7 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,5513.8,19.8,396.1,41.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61.6,80.6,1.11,28.64516129,1.45,37.41935484,66.2,85.5,1.19,30.70967742,1.53,39.48387097,2.3,40.5,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,884 Alpha-#8,Single-Family Home,27516698,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#8 884 Alpha Street,Owen Sound,N4K 3Z5,55.7,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,4705.6,16.9,479.8,50.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.6,84.7,1.21,31.22580645,1.52,39.22580645,72.6,90,1.3,33.5483871,1.61,41.5483871,2.7,48,Not Available,Not Available,Not Available,Single-Family Home (55.7),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,886 Alpha-#1,Single-Family Home,27516699,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#1 886 Alpha Street,Owen Sound,N4K 3Z5,65,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,13013.2,46.8,644.9,68,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114.9,157.8,1.77,45.67741935,2.43,62.70967742,119,162.2,1.83,47.22580645,2.49,64.25806452,3.8,58.2,Not Available,Not Available,Not Available,Single-Family Home (65.0),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,886 Alpha-#2,Single-Family Home,27516700,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#2 886 Alpha Street,Owen Sound,N4K 3Z5,65,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,1619.6,5.8,553,58.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64.2,72.5,0.99,25.5483871,1.12,28.90322581,69.5,78.1,1.07,27.61290323,1.2,30.96774194,3,45.8,Not Available,Not Available,Not Available,Single-Family Home (65.0),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,886 Alpha-#3,Single-Family Home,27516701,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#3 886 Alpha Street,Owen Sound,N4K 3Z5,74.3,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,9372.9,33.7,424.5,44.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,78.5,109.2,1.06,27.35483871,1.47,37.93548387,84,114.5,1.13,29.16129032,1.54,39.74193548,2.5,33.8,Not Available,Not Available,Not Available,Single-Family Home (74.3),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,886 Alpha-#4,Single-Family Home,27516702,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#4 886 Alpha Street,Owen Sound,N4K 3Z5,74.3,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,9006.4,32.4,326.3,34.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66.8,95.8,0.9,23.22580645,1.29,33.29032258,69.5,98.7,0.94,24.25806452,1.33,34.32258065,2,26.7,Not Available,Not Available,Not Available,Single-Family Home (74.3),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,886 Alpha-#5,Single-Family Home,27516703,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#5 886 Alpha Street,Owen Sound,N4K 3Z5,65,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,9362.4,33.7,540.8,57.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90.8,122.2,1.4,36.12903226,1.88,48.51612903,96.9,128.8,1.49,38.4516129,1.98,51.09677419,3.1,48.1,Not Available,Not Available,Not Available,Single-Family Home (65.0),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,886 Alpha-#6,Single-Family Home,27516704,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#6 886 Alpha Street,Owen Sound,N4K 3Z5,65,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,6276,22.6,557.3,58.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.4,103.7,1.25,32.25806452,1.59,41.03225806,87.9,110.6,1.35,34.83870968,1.7,43.87096774,3.1,48.2,Not Available,Not Available,Not Available,Single-Family Home (65.0),Single-Family Home,6/24/24 9:52 AM,No,Not Available
2023,Municipal,Municipality,County of Grey,888 Alpha-#1,Single-Family Home,27516705,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,#1 888 Alpha Street,Owen Sound,N4K 3Z5,65,1,Organization,County of Grey,SubSector,Municipality,Weekly Average Hours,168,4993.6,18,670.4,70.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88.7,107.9,1.36,35.09677419,1.66,42.83870968,98.3,118,1.51,38.96774194,1.81,46.70967742,3.7,56.8,Not Available,Not Available,Not Available,Single-Family Home (65.0),Single-Family Home,6/24/24 9:52 AM,No,Not Available
